Sensor vs Time;21.11.2011 00:00:00;21.11.2011 01:00:00;21.11.2011 02:00:00;21.11.2011 03:00:00;21.11.2011 04:00:00;21.11.2011 05:00:00;21.11.2011 06:00:00;21.11.2011 07:00:00;21.11.2011 08:00:00;21.11.2011 09:00:00;21.11.2011 10:00:00;21.11.2011 11:00:00;21.11.2011 12:00:00;21.11.2011 13:00:00;21.11.2011 14:00:00;21.11.2011 15:00:00;21.11.2011 16:00:00;21.11.2011 17:00:00;21.11.2011 18:00:00;21.11.2011 19:00:00;21.11.2011 20:00:00;21.11.2011 21:00:00;21.11.2011 22:00:00;21.11.2011 23:00:00
DXBG66C;0,266667;0,494444;0,394444;0,133333;0,047222;0,166667;0,183333;0,936111;3,741667;4,683333;6,308333;5,677778;5,847222;6,033333;7,161111;5,213889;6,319445;6,027855;4,279778;2,367688;2,088643;1,830556;0,638889;0,799443
DXBG67A;0,583333;0,694444;0,038889;0,030556;0;0,402778;0,061111;0,155556;1,130556;0,841667;1,022222;0,911111;1,088889;1,138889;0,680556;2,047222;1,686111;1,573816;1,905817;1,72702;1,168975;1,588889;0,733333;0,356546
DXBG67B;0,363889;0,047222;0,066667;0,036111;0,002778;0,052778;0,025;0,236111;0,966667;1,644444;1,869444;2,888889;1,552778;1,252778;2,216667;2,569444;1,658333;1,501393;1,914127;1,169916;0,628809;1,05;1,925;2,635098
DXBG67C;2,558333;1,222222;0,102778;0,169444;0,05;0,063889;0,025;0,408333;0,547222;1,347222;1,45;0,988889;0,936111;1,691667;1,927778;1,297222;1,563889;1,991643;2,210526;2,988858;3,166205;3,008333;2,141667;2,398329
DXBG67E;0;0;0;0;0;0;0,022222;0,277778;0,766667;1,005556;1,472222;1,586111;0,694444;1,108333;0,825;1,638889;1,544444;1,376045;2,512465;0,941504;1,210526;0;0;0
DXBG67F;0;0;0;0;0;0;0,036111;0,558333;1,3;1,75;1,95;2,694444;2,766667;2,283333;2,725;1,244444;2,15;2,167131;3,288089;2,785515;3,094183;0;0;0
DXBG67G;0;0;0;0;0;0;0,033333;0,580556;2,738889;2,247222;1,561111;2,369444;2,394444;2,741667;3,605556;2,747222;3,894444;4,155989;2,908587;3,220056;3,365651;0;0;0
DXBG69A;0,188889;0,080556;0,108333;0,05;0;0,005556;0,075;0,261111;1,275;1,802778;1,883333;3,144444;3,733333;3,888889;3,372222;3,202778;2,361111;2,669445;1,672222;1,255556;0,825;0,247222;0,166667;0,4
DXBG72A;0,105556;0,138889;0,113889;0,047222;0,041667;0,061111;0,169444;1,630556;3,919445;4,488889;4,394444;4,258333;3,961111;4,077778;3,758333;5,072222;6,388889;8,069445;7,716667;5,644444;1,919444;1,730556;0,9;0,477778
DXBG72B;0,088889;0,122222;0,15;0,063889;0,025;0,033333;0,213889;0,902778;2,902778;4,925;4,172222;3,961111;4,197222;3,836111;3,008333;4,788889;4,544445;4,875;5,136111;3,066667;2,391667;1,194444;1,244444;0,211111
DXBG72C;0,133333;0,058333;0,016667;0,083333;0,008333;0,008333;0,25;0,263889;0,988889;1,366667;2,208333;1,347222;1,15;1,186111;2,080555;1,977778;1,697222;1,980556;1,813889;1,933333;1,630556;1,888889;0,808333;0,227778
DXBG77A;0,102778;0,111111;0,183333;0,083333;0,033333;0,113889;0,175;0,208333;0,466667;1,069444;2,016667;2,988889;1,927778;1,980556;1,819444;2,675;3,619444;2,694444;3,113889;2,933333;2,922222;2,483333;0,761111;1,011111
DXBG77B;0,194444;0,161111;0,180556;0,025;0;0,005556;0,058333;0,105556;0,216667;0,636111;0,902778;0,869444;1,552778;1,219445;1,838889;1,261111;1,647222;1,991667;1,941667;1,569444;1,105556;0,611111;0,602778;0,744444
DXBG77C;0,405556;0,388889;0,130556;0,044444;0,013889;0,008333;0,013889;0,172222;0,844445;1,091667;3,172222;3,077778;2,669445;4,333333;4,163889;4,466667;3,961111;4,102778;3,461111;2,475;1,038889;0,775;0,252778;0,097222
DXBG77E;0,152778;0,277778;0;0,005556;0,011111;0,069444;0,080556;0,363889;0,772222;2,047222;3,058333;4,561111;4,147222;4,402778;4,316667;4,827778;3,019444;4,888889;4,113889;2,363889;1,730556;1,669444;1,294444;0,988889
DXBG77F;0,375;0,180556;0,052778;0,016667;0;0,086111;0,272222;0,563889;1,422222;2,047222;2,213889;2,336111;2,669445;2,138889;3,238889;3,058333;2,197222;3,180556;4,025;2,6;1,594444;1,744444;2,738889;0,344444
DXBG77G;0,186111;0,175;0,008333;0;0;0,005556;0,047222;0,233333;0,8;0,480556;1,013889;1,225;0,763889;0,941667;1,038889;1,563889;1,155556;1,216667;0,908333;0,491667;0,758333;0,813889;0,2;0,216667
DXBG78A;0,427778;0,058333;0,1;0,011111;0,030556;0,044444;0,169444;0,691667;1,658333;2,658333;3,341667;3,694444;3,736111;3,347222;3,452778;4,672222;3,908333;5,167131;5,163435;4,651811;3,98892;3,866667;4,202778;3,409471
DXBG78B;1,75;0,877778;1,013889;1;0,797222;0,055556;0,191667;0,402778;0,688889;2,372222;3,258333;3,027778;2,808333;3,088889;2,594445;2,669445;3,591667;2,571031;4,227147;3,910863;3,99723;2,35;2,619444;2,114206
DXBG78C;0,172222;0,302778;0,025;0,05;0,016667;0,025;0,038889;0,4;0,475;0,916667;0,705556;0,805556;1,188889;0,669444;0,772222;0,741667;0,925;1,674095;0,916898;0,788301;1,257618;0,402778;1,163889;0,401114
DXBG78E;0;0;0;0;0;0;0,308333;0,491667;1,65;1,616667;1,816667;1,352778;1,622222;2,458333;1,591667;2,294445;1,925;3,203343;4,027701;2,431755;1,390582;0;0;0
DXBG78F;0;0;0;0;0;0;0,208333;0,536111;1,138889;1,394444;1,741667;1,225;2,427778;2,055556;3,061111;2,555556;2,138889;2,011142;1,792244;2,011142;2,462604;0;0;0
DXBG78G;0;0;0;0;0;0;0,113889;0,416667;0,527778;0,875;1,172222;0,686111;0,975;0,825;1,383333;1,041667;0,902778;1,175488;0,908587;0,97493;0,609418;0;0;0
DXBH37A;0,386111;0,294444;0,016667;0,005556;0,011111;0,033333;0,091667;1,811111;2,6;3,147222;2,783333;3,447222;3,002778;2,633333;3,155555;2,830555;3,286111;4,069445;3,9;2,213889;1,502778;1,002778;0,836111;0,463889
DXBH37B;0,069444;0,013889;0,15;0,013889;0,033333;0,036111;0,102778;0,316667;0,772222;1,016667;1,455556;2,369444;2,8;2,036111;2,463889;1,141667;1,391667;1,844444;3,241667;3,1;1,85;1,686111;0,980556;0,638889
DXBH37C;2,175;1,961111;1,569444;0,172222;0,091667;0,027778;0,091667;0,963889;2,619444;3,780555;4,205555;6,163889;6,552778;6,686111;3,730556;4,522222;3,980556;5,025;5,022222;4,536111;5,1;3,583333;2,130556;0,958333
DXBH48A;0;0;0;0;0;0,025;0,025;0,013889;0,327778;0,583333;0,152778;0,438889;0,280556;0,152778;0,472222;0,3;0,358333;0,955432;0,393352;0,518106;0,531856;0,533333;0,097222;0,005571
DXBH48B;0;0;0;0;0;0;0;0,019444;0,072222;0,05;0,191667;0,191667;0,227778;0,116667;0,025;0,086111;0,086111;0,103064;0,271468;0,052925;0,00831;0,022222;0,005556;0,005571
DXBH48C;0,241667;0,116667;0,019444;0;0;0,002778;0,066667;0,213889;1,541667;3,436111;3,419445;2,855556;3,011111;1,183333;2,772222;2,611111;3,077778;2,64624;3,6482;4,743732;3,232687;1,741667;1,083333;1,952646
DXBH49A;1,766667;0,655555;0,144445;0,163889;0,030556;0,041667;0,097222;0,758333;1,844444;3,025;4,130556;3,361111;3,838889;3,6;3,261111;4,286111;4,622222;3,746518;4,542936;5,111421;5,277009;6,861111;5,919445;3,476323
DXBH49B;0,925;1,05;1,038889;2,016667;1,994444;1,830556;1,577778;1,686111;4,525;7,725;8,238889;8,6;8,594444;8,758333;7,522222;7,9;7,772222;8,367688;10,34349;8,05571;7,526316;5,366666;4,786111;3,462395
DXBH49C;3,547222;3,361111;3,3;3,080555;3,047222;2,777778;2,361111;3,325;5,563889;7,672222;8,466666;9,208333;10,63611;8,511111;7,602777;8,536111;9,808333;10,89137;10,43767;9,933147;7,180056;7,933333;7,855556;5,142061
DXBH49E;0;0;0;0;0;0;0;0,094444;0,786111;0,719445;1,361111;1,425;0,875;1,622222;0,713889;0,925;1,483333;1,334262;1,554017;2,189415;1,537396;0;0;0
DXBH49F;0;0;0;0;0;0;0,05;0,388889;0,713889;1,541667;1,866667;1,808333;1,888889;0,958333;1,072222;1,738889;2,013889;2,030641;2,423823;2,75766;2,108033;0;0;0
DXBH49G;0;0;0;0;0;0;1,133333;1,186111;1,85;3,025;2,711111;2,580555;2,280555;2,130556;1,394444;1,552778;2,072222;4,233984;3,204986;2,56546;3,307479;0;0;0
DXBH50A;0,113889;0,055556;0,063889;0,002778;0,041667;0,033333;0,177778;0,877778;2,119444;2,325;2,936111;2,766667;2,880556;3,255556;2,569444;3,111111;2,686111;3,373259;1,878116;2,286908;1,642659;1,963889;0,861111;0,175487
DXBH50B;0,133333;0,072222;0,044444;0,05;0;0;0,036111;0,15;0,444444;1,088889;0,761111;0,555555;0,75;0,683333;0,438889;0,397222;0,566667;0,70195;0,501385;0,48468;0,559557;1,005556;1,275;0,910864
DXBH50C;0,725;0,244444;0,413889;0,097222;0,058333;0,130556;0,219444;0,791667;2,272222;2,872222;3,155555;3,091667;3,780555;2,177778;3,625;2,422222;2,808333;3,791086;3,301939;3,373259;4,775623;2,169445;0,825;0,370474
DXBH65A;0,161111;0,013889;0;0,008333;0,005556;0,083333;0,147222;0,408333;1,347222;1,5;2,680556;2,891667;2,269444;2,230556;2,486111;2,452778;2,675;3,319444;3,380556;1,969444;0,422222;0,602778;0,1;0,058333
DXBH65B;0;0,202778;0;0,063889;0;0,133333;0,080556;0,169444;0,516667;1,241667;1,811111;2,691667;2,794445;2,302778;3,222222;2,602778;2,725;1,630556;1,069444;0,436111;0,447222;0,022222;0,038889;0,002778
DXBH65C;0,025;0,033333;0,008333;0,005556;0,005556;0;0,136111;0,525;0,961111;1,261111;2,208333;2,558333;2,561111;2,575;2,833333;3,344445;3,261111;2,372222;1,738889;2,175;1,838889;0,491667;0,397222;0,066667
DXBI40A;0,416667;0,152778;0,083333;0,058333;0,033333;0,102778;0,069444;0,722222;1,688889;2,469445;1,833333;1,758333;1,35;2,113889;1,383333;1,286111;2,127778;2,047354;2,511111;2,844875;2,637883;1,205556;2,864266;1,81337
DXBI40B;2,316667;3,122222;3,105556;1,811111;2,519444;1,836111;0,580556;1,744444;2,822222;3,972222;4,455555;4,594444;5,138889;4,6;3,586111;4,108333;4,088889;5,245125;7,027778;5,728532;6,721448;7,247222;7,077562;4,236769
DXBI40C;0,091667;0,097222;0,086111;0,119444;0,566667;1,011111;0,133333;0,516667;0,775;1,758333;2,186111;1,533333;1,430556;1,188889;2,141667;2,013889;2,255556;1,852368;3,480556;2,188366;2,214485;2,794445;1,905817;1,061281
DXBI40E;0;0;0;0;0;0;0,105556;0,302778;1,572222;1,127778;1,158333;0,791667;0,841667;1,505556;1,938889;1,208333;1,686111;1,100278;1,966667;2,368421;1,81337;0,969445;0;0
DXBI40F;0;0;0;0;0;0;0,836111;0,358333;0,416667;2,111111;1,388889;0,880556;1,25;0,952778;1,244444;1,422222;1,730556;1,704735;1,588889;1,592798;1,562674;1,547222;0;0
DXBI40G;0;0;0;0;0;0;0,080556;0,625;1,438889;2,469445;1,947222;2,147222;2,475;2,952778;1,705556;1,683333;2,058333;1,896936;2,852778;1,387812;1,67688;0,769444;0;0
DXBI42A;0,030556;0,030556;0,15;0;0;0,058333;0,047222;0,113889;0,322222;1,163889;1,5;1,341667;1,047222;0,725;0,627778;0,777778;0,966667;1,409471;2,132964;1,844011;1,551247;1,230556;0,825;0,183844
DXBI42B;1,008333;1,022222;1,080556;0,027778;0,038889;0,055556;0,113889;0,272222;1,119444;2,575;2,994444;3,138889;2,397222;2,030555;2,172222;2,191667;2,883333;1,799443;1,213296;1,220056;1,509695;0,505556;0,766667;0,545961
DXBI42C;0,155556;0;0,136111;0,080556;0,011111;0,008333;0,091667;0,141667;0,844445;1,475;1,65;1,675;1,325;1,966667;0,572222;1,225;1,494444;1,267409;1,041551;1,061281;1,083102;0,886111;0,677778;0,832869
DXBI43A;0,225;0,083333;0,136111;0,147222;0,080556;0,083333;0,363889;1,994444;6,088889;5,030556;3,908333;4,019444;2,863889;3,472222;2,988889;3,102778;3,975;4,830083;3,124654;3,264624;3,307479;3,622222;0,555556;0,236769
DXBI43B;0,711111;0,172222;0,022222;0,005556;0,022222;0,072222;0,147222;0,833333;1,886111;2,277778;2,525;1,719444;2,388889;3,255556;3,594445;2,538889;2,016667;3,256267;3,728532;4,178273;3,65651;3,222222;2,441667;1,089136
DXBI43C;0,841667;0,25;0,111111;0,002778;0,002778;0,002778;0,169444;0,375;0,736111;2,686111;1,95;3,472222;2,197222;3,302778;1,769444;2,75;2,508333;3,871866;4,878116;4,688022;3,603878;2,261111;1,936111;0,732591
DXBK22A;0,747222;0,825;0,702778;0,072222;0,005556;0,080556;0,277778;0,525;2,144444;4,402778;4,016667;7,272222;4,891667;8,713889;6,077778;6,486111;6,127778;6,626741;7,166205;6,058496;3,800554;3,175;3,127778;1,440111
DXBK22B;0,858333;0,166667;0,188889;0,061111;0,111111;0,052778;0,377778;0,552778;3,122222;6,538889;6,5;6,488889;7,186111;5,819445;7,883333;7,45;8,180555;5,339833;5,988919;5,871866;5,642659;4,033333;4,394444;2,571031
DXBK22C;0,908333;0,175;0,025;0,044444;0,005556;0,002778;0,108333;0,4;0,875;3,038889;4,783333;4,344444;4,086111;4,233333;2,461111;4,016667;2,480556;2,325905;2,296399;2,788301;1,304709;1,486111;1,091667;0,710306
DXBK23A;0,022222;0;0,011111;0,072222;0,019444;0,055556;0,119444;0,358333;0,808333;1,505556;2,491667;2,194444;1,930556;1,808333;2,330555;2,416667;2,425;1,821727;1,01108;1,311978;0,753463;1,033333;0,469444;0,18663
DXBK23B;0,647222;0,080556;0,241667;0,083333;0,025;0,15;0,577778;1,733333;5,047222;8,477777;9,2;8,555555;8,880556;8,961111;9,069444;10,12778;8,508333;11,6351;9,481995;6,729805;4,476454;5,786111;1,711111;1,253482
DXBK23C;1,247222;1,333333;0,75;0;0;0;0,094444;0,891667;1,466667;2,752778;3,613889;3,427778;3,644444;3,611111;5,052778;3,997222;3,875;4,392758;4,32964;4,922006;3,105263;4,980556;4,066667;2,924791
DXBK24A;0,461111;0,077778;0,038889;0,083333;0;0,025;0,1;0,458333;0,736111;1,583333;2,025;2,066667;3,436111;2,019444;1,994444;1,633333;1,786111;1,796657;1,531856;2,013927;1,155125;1,161111;0,819444;0,495822
DXBK24B;0,311111;0,147222;0,197222;0,211111;0,477778;0,058333;0,286111;0,805556;1,736111;1,936111;2,625;4,258333;3,661111;4,541667;2,836111;3,091667;2,275;4,487465;3,825485;3,044568;2,67867;2,502778;3,875;0,933148
DXBK24C;0,041667;0,075;0;0,016667;0,013889;0,013889;0,055556;0,275;0,844445;1,308333;1,597222;1,583333;2,8;1,380556;1,469444;2,369444;1,688889;1,72702;2,67036;1,632312;1,476454;2,586111;1,680556;0,740947
DXBK25A;0,855556;0,177778;0,091667;0,063889;0,002778;0,122222;0,15;0,7;2,544445;3,802778;3,769444;3,827778;4,769444;3,786111;4,672222;4,383333;4,65;5,896936;5,900277;5,62117;3,570637;4,919445;3,541667;4,027855
DXBK25B;0,011111;0,436111;0,019444;0,083333;0,027778;0;0,041667;0,155556;0,491667;0,625;0,938889;0,636111;0,841667;0,633333;1,011111;0,663889;1,238889;1,116992;1,171745;0,952646;0,490305;0,725;0,697222;0,682451
DXBK25C;1,044444;0,322222;0,072222;0,030556;0,047222;0,055556;0,225;0,241667;0,838889;2,283333;2,475;2,038889;2,95;2,205555;1,683333;2,105556;2,722222;3,78273;3,867036;3,036212;2,509695;2,288889;1,847222;1,690808
DXBK25E;0;0;0;0;0;0;0,022222;0,122222;0,836111;1,011111;1,169444;1,372222;1,313889;1,311111;1,722222;1,375;1,908333;1,64624;1,083102;0,935933;0,842105;0,997222;0;0
DXBK25F;0;0;0;0;0;0;0,108333;0,316667;0,941667;1,166667;1,063889;1,361111;1,011111;1,269444;1,061111;1,255556;1,175;0,860724;0,65651;0,409471;1,473684;1,430556;0;0
DXBK25G;0;0;0;0;0;0;0,197222;0,188889;1,180556;1,569444;1,919444;3,227778;2,177778;1,283333;2,111111;2,894444;2,686111;2,13649;2,00831;2,058496;2,041551;3,902778;0;0
DXBK27A;1,238889;0,408333;0,113889;0,3;0,338889;0,111111;0,125;1,713889;4,830555;7,238889;8,969444;7,069445;9,063889;9,647223;9,530556;13,925;12,35556;11,19777;10,13573;10,79109;9,994459;11,09444;6,213889;2,465181
DXBK27B;1,252778;0,702778;0,380556;0,002778;0,016667;0,1;0,797222;2,122222;5,25;7,975;8,702778;9,411111;8,680555;7,430556;5,122222;6,766667;8,252777;9,295265;10,24654;8,579388;10,27424;8,636111;6,913889;2,108635
DXBK27C;2,166667;2,069444;0,638889;0,016667;0,136111;0,036111;0,483333;1,458333;3,841667;6,436111;6,166667;7,263889;6,358334;6,330556;4,708333;5,563889;7,116666;8,83287;6,900277;8,412256;4,68421;3,627778;2,430556;1,805014
DXBK30A;0,175;0,111111;0,161111;0,102778;0;0,005556;0,033333;0,861111;1,419444;2,447222;3,35;3,069444;2,358333;3,130556;3,397222;3,691667;3,661111;2,147222;1,597222;1,911111;0,763889;0,366667;0,597222;0,119444
DXBK30B;0,45;0,213889;0,369444;0,155556;0,058333;0,127778;0,222222;0,294444;0,697222;1,625;2,525;5,661111;5,044445;6,655556;3,872222;5,319445;4;4,447222;3,6;4,083333;3,969445;3,469445;2,922222;1,275
DXBK30C;1,730556;1,441667;0,6;0,463889;0,630556;0,405556;1,227778;2,661111;5,763889;6,438889;8,905556;10,55556;10,01111;10,46944;9,95;9,036111;9,700001;9,725;10,77778;7,625;7,797223;8,025;7,530556;3,027778
DXBK34A;0,055556;0,052778;0,069444;0,022222;0,011111;0,086111;0,719445;1,866667;2,775;4,755556;5,411111;5,680555;5,013889;4,586111;4,569445;2,833333;2,097222;2,325905;1,602778;1,274238;0,724234;0,758333;0,313019;0,142061
DXBK34B;0,575;0,005556;0,025;0,127778;0;0,036111;0,483333;1,538889;1,916667;4,222222;3,663889;3,344445;3,022222;5,363889;4,769444;4,6;2,425;2,337047;1,041667;1,565097;0,406685;0,591667;0,371191;0,064067
DXBK34C;0,108333;0,063889;0,102778;0,047222;0,033333;0,077778;0,694444;2,038889;3,005556;5,186111;5,441667;5,213889;4,544445;4,188889;5,336111;4,313889;3,863889;2,451253;2,188889;1,844875;2,047354;1,416667;0,440443;0,618384
DXBK35A;0,452778;0,144445;0,222222;0,580556;0,163889;0,058333;0,197222;1,622222;2,844445;4,077778;3,522222;2,95;2,311111;2,580555;3,513889;2,866667;4,419445;5,388889;4,286111;3,066667;1,805556;1,908333;1,758333;0,933333
DXBK35B;0,647222;0,155556;0,144445;0,002778;0;0,102778;0,1;0,169444;0,747222;1,561111;2,655555;2,805556;2,075;2,230556;1,358333;1,322222;2,230556;1,411111;2,188889;1,966667;1,305556;3,002778;1,411111;1,405556
DXBK35C;0,083333;0,175;0,294444;0,061111;0;0,069444;0,269444;0,594445;1,797222;2,897222;2,038889;2,597222;2,636111;1,847222;2,263889;2,222222;3,713889;4,077778;3,225;3,063889;2,908333;2,413889;1,825;0,330556
DXBK36A;0,355556;0,144445;0,2;0,136111;0,775;0,316667;0,327778;0,563889;1,502778;2,419445;3,416667;3,358333;3,25;2,819444;2,733333;2,997222;3,005556;2,799443;2,171745;1,922006;2,714681;1,211111;0,483333;0,214485
DXBK36B;1,038889;0,122222;0,022222;0,161111;0;0,005556;0,158333;0,819444;1,011111;1,877778;1,838889;1,791667;1,886111;1,741667;1,472222;1,263889;2,147222;2,526462;3,709141;3,902507;3,775623;3,566667;0,866667;1,855153
DXBK36C;0,536111;0,144445;0,097222;0,086111;0,008333;0,036111;0,516667;0,669444;1,197222;2,25;2,802778;2,4;2,705555;2,230556;1,130556;1,544444;3,088889;2,328691;3,207756;4,192201;1,883657;1,533333;1,755556;2,359331
DXBK37A;0,202778;0,011111;0,036111;0;0,047222;0,080556;0,625;0,6;0,480556;0,602778;0,813889;0,866667;0,611111;1,158333;1,313889;0,797222;1,263889;1,033426;1,385042;1,590529;1,800554;1,877778;0,538889;0,949861
DXBK37B;0,636111;0,169444;0,241667;0,152778;0,377778;0,322222;0,302778;2,85;4,302778;3,45;3,761111;2,683333;2,958333;3,372222;4,244444;3,127778;2,541667;3,228412;2,301939;2,200557;2,168975;2,566667;1,983333;1,696379
DXBK37C;0,108333;0,144445;0,102778;0,088889;0,183333;0,125;0,213889;1,669444;1,805556;1,944444;1,361111;1,930556;2,297222;1,688889;1,408333;1,475;1,944444;2,144847;1,299169;1,512535;1,213296;1,125;1,022222;1,362117
DXBK37E;0;0;0;0;0;0;0,322222;1,194444;1,497222;0,905555;1,580556;0,672222;0,644444;1,091667;0,741667;0,561111;0,819444;1,091922;0,975069;1,139276;0,498615;0,227778;0;0
DXBK37F;0;0;0;0;0;0;0,780555;3,372222;5,566667;4,575;3,544445;3,372222;3,008333;3,683333;4,019444;3,477778;3,680556;4,339833;4,33241;2,278552;2,418283;1,916667;0;0
DXBK37G;0;0;0;0;0;0;0,297222;0,977778;1,597222;1,175;0,891667;0,75;0,733333;0,997222;0,922222;1,069444;1,355556;1,058496;0,983379;0,866295;0,623269;0,294444;0;0
DXBK41A;0,055556;0;0,022222;0,011111;0;0,002778;0,002778;0,127778;0,122222;0,386111;0,302778;0,122222;0,252778;0,322222;0,422222;0,363889;0,361111;0,824512;0,227147;0,208914;0,271468;0,05;0,113889;0,013928
DXBK41B;0,061111;0,016667;0;0;0,027778;0;0,019444;0,219444;0,066667;0,047222;0,175;0,169444;0,011111;0,247222;0,255556;0,230555;0,333333;0,401114;0,135734;0,164345;0,069252;0,094444;0,102778;0
DXBL01A;2,505556;1,844444;1,138889;1,1;0,247222;0,172222;0,322222;0,991667;1,944444;4,147222;2,775;3,927778;4,172222;4,383333;4,225;4,613889;6,166667;4,797222;5,416667;4,877778;4,986111;3,391667;2,833333;1,436111
DXBL01B;3,811111;2,322222;1,363889;1,058333;2,577778;2,744444;1,194444;2,102778;3,922222;4,733333;4,719444;4,738889;3,141667;4,488889;5,113889;4,936111;5,152778;5,383333;8,038889;6,966667;3,241667;4,369444;4,611111;3,866667
DXBL01C;0,830556;1,3;0,605556;0,422222;0,358333;0,186111;0,458333;1,152778;4,066667;7,813889;6,655556;9,802778;9,586111;9,888889;9,969444;9,941667;8,538889;9,730556;10,18056;8,133333;7,75;3,941667;2,841667;0,952778
DXBL02A;1,805556;0,988889;1,375;0,972222;0,838889;0,272222;0,213889;0,436111;1,366667;1,911111;4,008333;1,677778;3,116667;1,877778;2,505556;3,163889;3,111111;2,955555;2,708333;2,091667;2,375;4,163889;3,525;2,097222
DXBL02B;0,4;0,180556;0,080556;0,072222;0,052778;0,047222;0,088889;0,936111;1,883333;2,922222;3,102778;4,827778;3,005556;2,519444;2,425;1,930556;2,85;4,633333;2,630556;2,569444;2,213889;2,327778;0,822222;0,65
DXBL02C;0;0,005556;0;0;0,002778;0,002778;0,002778;0,1;0,211111;0,302778;0,497222;0,847222;0,080556;0,125;0,133333;0,163889;0,213889;0,119444;0,202778;0,105556;0,005556;0,252778;0,025;0,038889
DXBL03A;1,272222;0,075;0,533333;0,069444;0,102778;0,058333;0,163889;0,986111;2,266667;3,152778;2,269444;2,65;2,680556;3,038889;2,630556;3,102778;2,991667;3,133705;2,758333;1,548476;1,963788;1,661111;2,157895;2,359331
DXBL03B;3;0,658333;0,169444;0,605556;1,236111;0,783333;0,3;1,686111;2,483333;2,841667;2,016667;2,677778;2,272222;2,127778;3,619444;2,577778;2,602778;3,980501;2,747222;3,795014;3,629526;6,158333;5,052631;4,044568
DXBL03C;1,125;0,291667;0,313889;0,158333;0,083333;0,152778;0,380556;1,527778;3,272222;4,644444;5,880556;5,344445;6,361111;5,388889;7,097222;4,7;3,775;3,518106;3,525;4,34903;3,640669;2,861111;2,171745;2,119777
DXBL04A;1,577778;2,686111;1,641667;1,975;1,144444;0,402778;0,058333;0,508333;1,241667;1,391667;1,341667;2,933333;2,322222;1,313889;1,886111;1,9;1,775;1,866295;2,488889;4,080332;2,061281;4,219444;2,800554;2,916435
DXBL04B;0,369444;0,119444;0,288889;0,052778;0,094444;0,497222;0,183333;0,227778;0,866667;0,969445;0,827778;1,072222;1,513889;1,341667;1,138889;1,513889;1,738889;2,091922;1,319444;1,01385;1,963788;1,15;0,883656;1,075209
DXBL04C;0,355556;0,977778;0,655555;0,097222;0,083333;0,027778;0,038889;0,341667;0,902778;0,986111;1,966667;0,908333;1,380556;1,930556;0,744444;1,397222;1,305556;1,685237;1,488889;2,908587;1,966574;1,408333;1,310249;0,401114
DXBL04E;0;0;0;0;0;0;1,002778;0,288889;0,597222;1,511111;0,880556;0,647222;0,491667;0,319444;0,45;0,463889;0,538889;0,662953;1,647222;1,221607;0,537605;0,466667;0;0
DXBL04F;0;0;0;0;0;0;0,119444;0,163889;1,283333;1,472222;1,697222;1,697222;1,997222;2,080555;1,716667;2,344445;2,794445;2,73259;3,152778;3,781163;2,618384;1,952778;0;0
DXBL04G;0;0;0;0;0;0;0,027778;0,322222;0,858333;1,266667;1;0,658333;0,811111;1,5;0,877778;0,986111;1,102778;1,314763;2,733333;2,559557;1,286908;1,616667;0;0
DXBL05A;0,533333;0,097222;0,077778;0,094444;0,075;0,022222;0,213889;0,977778;2,569444;4,247222;4,116667;4,611111;4,697222;4,033333;4,497222;4,172222;4,45;3,685237;3,063889;3,783933;4,125348;2,438889;2,296399;2,114206
DXBL05B;0,002778;0;0;0;0,044444;0,005556;0,002778;0,058333;0,2;0,425;0,313889;1,280556;0,4;0,597222;0,633333;0,533333;1,163889;0,877437;0,680556;0,468144;1,097493;0,366667;0,509695;0,169916
DXBL05C;1,230556;1,016667;0,986111;0,622222;1,519444;1,855556;0,880556;0,569444;2,294445;3,452778;3,038889;3,247222;3,086111;2,775;2,655555;3,755556;3,947222;3,94429;4,063889;3,33795;2,908078;2,072222;3,423823;1,771588
DXBL05E;0;0;0;0;0;0;0,144445;0,233333;0,830556;0,872222;1,55;1,736111;1,188889;0,975;1,463889;2,002778;1,327778;1,493036;1,725;1,066482;0,997215;0,441667;0;0
DXBL05F;0;0;0;0;0;0;0,022222;0,097222;0,388889;0,444444;0,458333;0,538889;0,447222;0,666667;0,655555;1,238889;1,469444;0,788301;1,352778;0,274238;0,164345;0,744444;0;0
DXBL05G;0;0;0;0;0;0;1,2;1,127778;1,625;2,233333;2,213889;2,477778;1,625;1,675;2,044445;2,886111;2,977778;2,835654;2,347222;1,163435;1,562674;1,405556;0;0
DXBL06A;0,980556;1,041667;1,041667;1;1;0,427778;0,519444;0,547222;1,302778;1,536111;2,494444;1,297222;1,622222;1,769444;1,880556;2,436111;2,425;2,270195;1,380556;0,822715;1,710306;0,458333;0,110803;0,774373
DXBL06B;0,238889;0,238889;0,172222;0,486111;0,091667;0,147222;0,747222;0,388889;1,983333;3,866667;2,569444;3,322222;2,333333;1,597222;2,436111;2,516667;2,925;3,612117;2,216667;1,31856;0,72702;0,480556;0,487535;0,495822
DXBL06C;0;0,030556;0;0,019444;0;0,022222;0,238889;0,266667;0,566667;0,438889;1,211111;0,680556;1,163889;0,958333;0,922222;0,988889;0,438889;0,381616;0,411111;0,398892;0,094708;0,033333;0,033241;0,033426
