Sensor vs Time;21.11.2011 00:00:00;21.11.2011 01:00:00;21.11.2011 02:00:00;21.11.2011 03:00:00;21.11.2011 04:00:00;21.11.2011 05:00:00;21.11.2011 06:00:00;21.11.2011 07:00:00;21.11.2011 08:00:00;21.11.2011 09:00:00;21.11.2011 10:00:00;21.11.2011 11:00:00;21.11.2011 12:00:00;21.11.2011 13:00:00;21.11.2011 14:00:00;21.11.2011 15:00:00;21.11.2011 16:00:00;21.11.2011 17:00:00;21.11.2011 18:00:00;21.11.2011 19:00:00;21.11.2011 20:00:00;21.11.2011 21:00:00;21.11.2011 22:00:00;21.11.2011 23:00:00
DXB021G;0;0;0;0;0;0;0,536111;2,675;5,761111;7,311111;5,325;7,011111;8,377778;8,697222;8,175;8,694445;8,177778;9,2;9,722222;5,375;7,602778;5,727778;0;0
DXB023A;0,644444;0,45;0,219444;0,15;0,055556;0,127778;0,158333;1,161111;2,344445;3,263889;4,925;3,305556;3,119444;3,358333;3,602778;3,861111;4,747222;3,910863;4,066482;4,601671;2,806094;4,005555;2,461111;0,679666
DXB025A;0,016667;0,058333;0,002778;0;0,055556;0,005556;0,047222;0,213889;1,272222;0,458333;0,638889;0,591667;0,266667;0,363889;0,938889;1,355556;1,819444;1,733333;1,530556;1,45;0,927778;0,808333;0,716667;0,808333
DXB025B;0,075;0,119444;0,058333;0,908333;0,052778;0,022222;0,044444;0,044444;0,463889;1,097222;0,394444;0,902778;1,316667;0,961111;1,291667;1,488889;1,463889;1,458333;0,994444;0,736111;1,252778;0,686111;0,322222;0,144445
DXB025C;1,369444;0,130556;0,408333;0,072222;0,05;0,086111;0,222222;1,780556;5,425;8,333333;7,525;9,447222;8,688889;8,058333;9,244445;8,475;9,555555;9,894444;10,13056;9,738889;6,994444;6,216667;3,094445;2,311111
DXB026A;2,016667;0,416667;0,072222;0,961111;1,005556;1,061111;0,466667;1,591667;2,886111;1,822222;3,161111;2,588889;1,733333;2,961111;1,975;3,213889;4,408333;5,565452;7,561111;5,144083;6,303621;4,811111;3,315789;2,710306
DXB026B;0,158333;0,163889;0,047222;0,013889;0,063889;0,013889;0,05;0,538889;1,005556;1,619444;1,130556;1,563889;1,611111;1,230556;1,811111;1,336111;2,097222;1,824512;2,4;2,166205;1,688022;2,588873;0,786704;0,5961
DXB026C;2,686111;2,505556;1,377778;1,125;0,994444;1,161111;2,383333;3,958333;5,586111;5,397222;7,35;7,827778;5,175;5,480556;6;7,858333;6,983333;9,239554;10,60278;10,96132;10,13928;8,966566;6,706371;4,640668
DXB028A;0,269444;0,133333;0,036111;0,008333;0,066667;0,047222;0,077778;0,905555;1,744444;2,633333;2,888889;1,780556;2,994444;4,291667;3,558333;4,238889;3,5;3,72702;5,351801;4,827298;4,606648;3,575;4,169445;2,292479
DXB028B;1,980556;0,244444;0,161111;0;0,236111;0,116667;0,341667;1,505556;3,194444;6,613889;6,197222;6,288889;5,447222;6,752778;8,863889;8,086111;8,986111;6,376045;6,00277;6,350975;6,429363;5,788889;5,011111;1,426184
DXB028C;0,208333;0,163889;0,105556;0,008333;0,05;0,033333;0,725;1,186111;2,608333;2,883333;4,202778;3,655555;3,680556;4,819445;3,802778;3,291667;4,994444;7,013927;5,759003;4,927577;4,445983;2,419445;0,605556;2,311978
DXB094A;0;0;0;0;0;0;0;0,466667;0,458333;0,625;0,586111;0,941667;0,327778;0,241667;0,702778;0,505556;0,080556;0,275;0,413889;0,058333;0,097222;0,016667;0,047222;0
DXB094B;0;0;0;0;0;0;0,002778;0,202778;0,391667;0,536111;0,502778;0,6;0,552778;1,25;0,658333;0,825;0,991667;0,222222;0,444444;0,166667;0,044444;0,013889;0,019444;0
DXB094C;0;0;0;0;0;0;0,038889;0,241667;0,141667;0,6;0,116667;0,733333;0,225;0,525;0,591667;1,094444;0,572222;0,197222;0,338889;0,058333;0,058333;0;0;0
DXB0A2A;0;0,044444;0,044444;0,058333;0;0;0;0,333333;0,388889;0,361111;0,463889;1,180556;1,122222;0,891667;0,819444;0,655555;1,244444;0,277778;0,127778;0,219444;0,15;0;0;0
DXB0Z8A;0,297222;0,163889;0,083333;0,016667;0,083333;0,141667;0,308333;0,786111;1,658333;2,952778;2,741667;1,938889;2,544445;3,4;3,038889;4,102778;3,705555;4,138889;3,136111;1,15;1,736111;0,519444;0,208333;0,244444
DXB0Z8B;0,119444;0,044444;0,094444;0,011111;0,136111;0,208333;0,430556;1,086111;2,627778;2,427778;2,252778;2,072222;1,855556;2,483333;2,327778;2,661111;3,086111;2,861111;2,469445;1,783333;1,944444;1,222222;0,386111;0,155556
DXB0Z8C;0,236111;0,208333;0,236111;0,266667;0,194444;0,405556;0,708333;3,55;5,783333;6,397222;6,555555;7,772222;7,133333;6,925;6,755556;5,352778;5,488889;5,205555;3,536111;2,755556;1,680556;1,397222;1,438889;0,875
DXB120A;0,080556;0,008333;0,016667;0;0,016667;0,075;0,066667;0,513889;1,8;1,080556;0,727778;0,727778;1,205556;0,616667;1,038889;1,488889;1,888889;1,548746;0,936288;1,178273;0,33241;0,483333;0,475;0,083566
DXB120B;1,458333;0,116667;0,041667;0,052778;0,111111;0,15;1,872222;1,763889;5,858334;4,422222;3,319444;4,302778;4,569445;4,227778;4,913889;5,402778;7,7;5,225627;5,783934;5,902507;6,855955;5,786111;3,961111;3,278552
DXB120C;0,075;0,102778;0,063889;0,027778;0,15;0,147222;0,258333;1,116667;4,336111;2,908333;1,808333;2,219445;1,747222;2,066667;1,788889;2,397222;2,794445;2,309192;1,961219;1,520891;0,922438;0,75;0,522222;0,194986
DXB126A;0,152778;0,161111;0,452778;0,283333;0,080556;0,136111;0,225;0,730556;2,144444;2,933333;3,258333;2,938889;1,769444;2,597222;1,9;1,830556;1,736111;1,630556;1,575;1,769444;1,9;1,013889;0,45;0,816667
DXB126C;0,144445;0,122222;0,077778;0,038889;0,058333;0,097222;0,272222;0,961111;4,463889;4,430555;2,461111;2,711111;1,672222;2,458333;2,480556;2,219445;2,508333;2,091667;2,786111;2,002778;1,227778;0,566667;0,455556;0,244444
DXB133A;0,697222;0,1;0,738889;0,352778;0,113889;0,027778;0,227778;2,247222;4,425;5,738889;5,947222;6,355556;5,844444;6,705556;6,325;7,644444;8,341667;6,816156;8,102493;9,069637;7,739612;7,063889;6,888888;4,036211
DXB133B;0,272222;0,361111;0,233333;0,016667;0,047222;0;0,411111;0,683333;2,094445;4,366667;5,863889;3,372222;3,363889;2,877778;3,191667;3,919445;3,380556;4,835655;3,869806;4,047354;3,634349;2,986111;2,955555;1,442897
DXB133C;0,202778;0,219444;0;0;0;0,002778;0,177778;0,861111;2,233333;2,591667;4,394444;4,991667;3,527778;3,65;2,866667;3,658333;2,177778;4,275766;4,639889;4,417827;3,3241;2,313889;0,655555;0,320334
DXB134A;3,080555;0,411111;0,555556;0,272222;0,266667;0,336111;0,422222;2,6;4,233333;5,105556;4,625;4,963889;5,7;5,975;5,616667;6,85;8,102777;7,222841;7,194445;7,601108;3,671309;5,041667;4,761773;3,423398
DXB134B;1,838889;0,722222;0,044444;0,022222;0,072222;0,236111;0,583333;1,1;3,430556;3,283333;5,363889;5,802778;4,747222;3,619445;2,780555;4,563889;5,227777;5,695745;6,186111;6,496322;3,994429;4,002331;3,678747;2,988046
DXB134C;0,5;0,077778;0,075;0,438889;1,019444;0,561111;0,566667;1,8;2,091667;3,172222;3,375;3,175;3,752778;2,847222;2,347222;4,097222;3,905555;3,952515;4,55;2,781163;3,73259;2,675;3,432133;2,481894
DXB139A;4,666667;4,355556;3,4;1,569444;1,247222;1,141667;0,836111;1,15;3,138889;4,513889;3,991667;2,6;3,466667;4,925;5,727778;4,686111;6,066667;5,833333;7,183333;5,897222;8,558333;8,133333;7,097222;4,258333
DXB139B;6,038889;0,591667;0,075;0;0;0,158333;0,177778;0,730556;1,933333;4,347222;7,791667;5,172222;6,783333;6,947222;4,488889;5,291667;4,902778;3,452778;4,463889;5,538889;6,097222;3,866667;4,641667;3,897222
DXB139C;7,044445;5,05;3,530555;2,888889;1,988889;2,080555;1,619444;2,3;4,391667;3,088889;3,338889;3,608333;4,638889;4,430555;4,436111;4,047222;4,302778;3,075;3,877778;3,541667;5,813889;5,080555;4,605556;4,102778
DXB193A;0;0;0;0;0;0;0;0;0,127778;0,058333;0,519444;0,130556;0,041667;0,066667;0,213889;0,166667;0,133333;0,227778;0,008333;0;0;0;0;0
DXB193B;0;0;0;0;0;0;0;0,166667;0,055556;0,025;0,102778;0,011111;0,033333;0,011111;0,075;0,188889;0,033333;0,002778;0;0;0;0;0;0
DXB194A;3,897222;3,380556;3,430556;2,836111;2,894444;1,347222;0,394444;1,633333;3,308333;3,95;5,638889;6,288889;5,022222;7,008333;9,091666;8,786111;11,98611;9,94429;11,24167;7,506925;5,869081;4,091667;6,700831;5,587744
DXB194B;3,525;3,977778;2,183333;1,616667;1,127778;1,238889;1,322222;1,466667;2,611111;4,091667;5,266667;4,719444;6,916667;6,597222;5,766667;6,997222;6,8;6,974628;6,180556;5,642659;7,122563;7,152639;6,401662;4,044568
DXB194C;1,072222;0,766667;0,655555;0,591667;0,233333;0,225;0,219444;0,363889;1,075;2,138889;2,438889;2,325;2,997222;3,291667;2,091667;3,133333;2,941667;3,061281;2,780555;2,905817;3,116992;2,444444;3,238227;1,816156
DXB194E;0;0;0;0;0;0;1,280556;1,680556;2,463889;2,663889;3,055556;4,347222;2,852778;3,241667;2,866667;2,766667;3,997222;3,972145;3,572222;3,052632;2,476323;3,916667;0;0
DXB194F;0;0;0;0;0;0;0,244444;0,933333;1,975;2,922222;3,175;4,055555;3,402778;2,741667;2,15;2,422222;2,122222;2,824512;1,902778;1,398892;1,551532;1,877778;0;0
DXB194G;0;0;0;0;0;0;0,505556;1,177778;2,613889;3,061111;2,791667;3,558333;3,377778;2,788889;2,738889;2,383333;2,483333;3,456825;3,230556;1,864266;1,62117;2,288889;0;0
DXB195A;0,472222;0,091667;0,044444;0,019444;0,038889;0,025;0,252778;0,686111;1,941667;3,308333;3,161111;2,880556;1,902778;2,816667;2,980556;2,938889;2,983333;2,498607;4,241667;3,603878;3,537605;1,544444;2,484765;0,699164
DXB195B;1,016667;0,313889;0;0;0,016667;0,033333;0,377778;0,613889;1,627778;2,072222;2,75;2,463889;2,6;4,047222;2,780555;2,602778;3,875;3,571031;3,563889;4,132964;2,523677;2,163889;2,304709;0,81337
DXB195C;0,022222;0,013889;0,002778;0;0,127778;0,002778;0,369444;0,619444;0,844445;1,355556;1,205556;1,291667;1,136111;3,072222;2,119444;2,752778;2,011111;1,685237;2,872222;2,01385;1,401114;2,652778;2,3241;1,339833
DXB198A;0,269444;0,127778;0,483333;0,172222;0,063889;0,011111;0,208333;0,891667;1,433333;2,652778;5,808333;5,955555;6,744444;6,225;8,752778;9,294444;8,744445;7,583333;5,608333;4,705555;1,777778;2,094445;1,705556;1,366667
DXB198B;0,4;0,422222;0,152778;0,094444;0,102778;0,013889;0,094444;0,744444;1,558333;2,527778;4,811111;6,105556;5,086111;6,666667;5,6;6,116667;5,916667;5,4;6,988889;4,097222;3,802778;2,041667;2,211111;1,016667
DXB198C;0,827778;0,419444;0,308333;1,061111;0,863889;0,569444;0,069444;0,188889;0,811111;0,555556;1,761111;2,686111;1,641667;2,344445;1,916667;1,705556;1,988889;1,411111;1,430556;0,997222;0,394444;0,086111;0,122222;0,147222
DXB199A;0;0;0;0;0;0;0;0;0,002778;0,047222;0,141667;0,677778;0,127778;0,2;0,116667;0,113889;0,261111;0,116667;0;0,019444;0,019444;0;0;0
DXB199B;0,036111;0;0,052778;0,013889;0;0;0;0,027778;0,241667;0,233333;0,238889;0,183333;0,475;0,258333;0,233333;0,325;0,266667;0,613889;0,372222;0,336111;0,116667;0,144445;0;0
DXB199C;0;0;0;0;0;0;0;0,011111;0,216667;0,191667;0,15;0,030556;0,344444;0,352778;0,188889;0,058333;0,202778;0,047222;0,011111;0,080556;0,011111;0,105556;0;0
DXB1G5A;0,052778;0,016667;0,027778;0,083333;0,041667;0,133333;0,025;0,436111;1,388889;3,563889;3,844445;4,411111;2,852778;2,891667;2,355556;1,719444;2,672222;1,797222;1,011111;1,508333;0,466667;0,563889;0,175;0,208333
DXB1G6A;0;0;0;0;0;0;0,013889;0,030556;0,294444;1,008333;0,794444;1,675;1,158333;0,425;0,886111;0,694444;0,752778;0,583333;0,458333;0,216667;0,108333;0;0;0
DXB1G7A;0,005556;0,016667;0,033333;0,033333;0;0;0,041667;0,061111;0,1;0,397222;0,577778;0,672222;0,358333;0,794444;0,530555;0,497222;0,322222;0,219444;0,069444;0,161111;0,038889;0,022222;0,019444;0,002778
DXB1M4A;0,55;0,033333;0,136111;0,069444;0,113889;0,111111;0,316667;0,7;0,780555;1,902778;2,394444;1,869444;1,922222;1,825;2,033333;2,716667;3,208333;2,088889;4,458333;1,847222;1,969444;2,330555;1,577778;0,425
DXB1M4B;0,933333;1,280556;1,280556;0,025;0,011111;0,077778;0,605556;0,555556;1,616667;2,975;1,902778;3,391667;2,197222;2,363889;2,116667;2,486111;3,858333;3,538889;2,411111;3,491667;3,836111;2,613889;1,172222;1,413889
DXB1R4A;0;0;0;0,005556;0;0,161111;0,038889;0,222222;0,308333;0,958333;0,783333;0,897222;0,625;0,708333;1,386111;1,211111;0,408333;1,430556;0,408333;0,041667;0;0;0,030556;0
DXB1R4B;0;0;0,038889;0;0;0;0;0,080556;0,558333;0,802778;1,911111;2,794445;1,525;1,983333;0,505556;0,994444;1,652778;1,183333;0,9;0,427778;0,022222;0,008333;0;0
DXB1U2A;0,011111;0,030556;0;0;0;0;0,019444;0,127778;0,275;0,522222;0,255556;0,866667;0,580556;0,591667;0,219444;0,416667;0,202778;0,130556;0,225;0,411111;0,102778;0,091667;0,055556;0,019444
DXB1Y9A;0,019444;0,013889;0;0;0;0;0,116667;0,2;0,919444;1,388889;2,444444;1,719444;2,508333;2,816667;1,302778;1,972222;2,269444;2,038997;1,661111;1,99169;1,966574;1,913889;2,085873;0,119777
DXB1Y9B;0,005556;0,011111;0,002778;0;0;0;0,102778;0,138889;0,661111;0,994444;1,030556;1,027778;1,391667;1,086111;1,558333;1,202778;2,5;1,300836;1,580556;0,290859;0,220056;0,108333;0,055402;0,013928
DXB1Y9C;0;0,183333;0,008333;0;0,008333;0;0,019444;0,402778;0,986111;1,847222;3,091667;3,222222;3,508333;3,388889;1,830556;1,133333;2,269444;1,986072;1,033333;0,684211;0,916435;1,266667;0,706371;0,256267
DXB233A;0,052778;0,002778;0;0;0;0,005556;0,038889;0,486111;1,786111;1,544444;1,247222;1,047222;1,575;0,777778;1,583333;1,002778;1,025;1,075209;0,695291;0,325905;0,102493;0,058333;0,266667;0,036212
DXB233B;0,405556;0,119444;0,111111;0,044444;0,025;0,219444;0,527778;1,55;4,083333;5,866666;5,933333;4,908333;6,527778;6,311111;5,591667;6,672222;5,175;6,922006;4,822715;4,389972;3,891967;2,633333;1,35;1,13649
DXB233C;1,175;0,052778;0,061111;0,005556;0;0,675;0,541667;0,463889;1,527778;1,586111;2,788889;2,536111;2,180556;1,983333;1,477778;1,5;1,791667;3,231198;2,977839;3,356546;2,085873;1,730556;3,694444;1,643454
DXB234A;0,461111;0,208333;0,102778;0,080556;0,030556;0,144445;0,213889;1,036111;2,141667;2,955556;3,802778;3,666667;3,794445;4,719445;4,133333;3,877778;5,744444;5,719445;5,152778;6,208333;6,791667;5,291667;2,608333;1,077778
DXB234B;2,033333;0,35;0,125;0,091667;0,027778;0,091667;0,383333;0,808333;1,236111;2,5;3,161111;3,566667;2,683333;4,316667;3,716667;4,422222;4,255556;3,311111;6,25;3,416667;4,841667;6,419445;2,502778;0,883333
DXB234C;0,138889;0,197222;0,033333;0,022222;0,047222;0,005556;0,130556;0,375;1,033333;1,513889;1,822222;1,538889;2,186111;2,508333;1,658333;2,25;1,236111;2,230556;1,791667;1,538889;0,852778;0,369444;0,366667;0,152778
DXB235A;0,138889;0,508333;0,063889;0,063889;0;0,047222;0,202778;1,377778;3,347222;5,452778;6,375;5,044445;4,980556;5,066667;5,858333;5,608333;7,461111;8,345404;5,479224;4,690808;3,260388;3,5;2,525;1,598886
DXB235B;0,033333;0,311111;0,169444;0,038889;0;0,002778;0,541667;0,386111;1,6;1,675;2,180556;2,919445;2,425;2,769444;2,241667;2,519444;3,838889;2,821727;3,185596;2,144847;1,587258;1,397222;0,391667;0,562674
DXB235C;0,477778;0,083333;0,030556;0;0,027778;0,047222;0,113889;0,558333;3,197222;2,691667;3,063889;5,669445;4,797222;3,986111;4,977778;4,797223;5,066667;6,576602;4,227147;4,002786;4,551247;4,052778;3,033333;0,668524
DXB237A;0,027778;0,002778;0;0;0;0,011111;0,052778;0,294444;2,136111;1,227778;0,95;2,397222;1,608333;1,019444;0,983333;1,141667;2,141667;2,547222;1,691667;3,338889;2,247222;1,047222;0,986111;0,477778
DXB237B;1,275;0,866667;1,094444;0,452778;0,086111;0,077778;0,308333;1,05;4,188889;3,908333;5,236111;4,986111;5,5;4,405556;4,330555;5,141667;5,933333;6,613889;4,922222;6,569445;5,055555;4,152778;2,344445;3,702778
DXB237C;0,077778;0,202778;0,022222;0,013889;0,069444;0,1;0,294444;1,383333;2,958333;3,025;3,755556;3,563889;3,305556;2,777778;3,133333;3,536111;4,488889;4,716667;3,933333;2,936111;0,986111;0,963889;1,130556;0,6
DXB239A;0,211111;0,347222;0,177778;0,091667;0,227778;0,352778;1,113889;1,347222;3,505556;3,597222;3,713889;3,322222;5,194445;3,725;3,272222;4,775;4,383333;3,924791;3,878116;5,030641;3,443213;2,144444;1,391667;0,671309
DXB239B;2,152778;2,383333;0,455556;0,472222;0,638889;1,013889;1,194444;2,519444;4,861111;9,813889;7,638889;6,466667;9,122222;8,808333;8,180555;10,10833;8,377778;10,17827;11,22715;12,17549;9,429363;6,888889;5,972222;3,665738
DXB239C;1,130556;1,380556;1,663889;1,088889;0,175;0,002778;0,130556;0,691667;2,230556;4,347222;4,588889;5,805555;6,872222;6,013889;4,983333;5,808333;6,566667;5,253482;4,983379;2,311978;3,00831;2,186111;3,088889;2,849582
DXB276A;2,555556;1,797222;1,894444;1,441667;0,319444;0,477778;0,452778;3,655555;6,230556;8,858334;9,719444;10,88889;9,941667;11,10833;10,03611;12,33056;12,71111;10,88251;11,025;7,736296;7,222841;6,300539;3,849846;3,485523
DXB276B;1,241667;0,861111;0,127778;0,041667;0,055556;0,086111;0,575;1,147222;2,911111;3,441667;4,344444;5,116667;5,802778;6,347222;5,511111;5,641667;6,580555;6,284107;4,891667;4,947369;4,239554;3,8;2,66482;2,774373
DXB276C;1,197222;1,186111;1,033333;0,758333;0,069444;0,061111;0,563889;2,133333;5,113889;6,65;5,730556;6,944445;6,869444;10,675;7,611111;7,897222;9,780556;11,4039;9,658334;6,556787;8,927577;7,025;4,736842;1,735376
DXB277A;1,041667;1,083333;0,166667;0,038889;0,044444;0,025;0,122222;1,080556;3,566667;5,027778;6,377778;8,2;7,608333;5,105556;5,616667;7,302778;5,747222;5,694445;6,102778;6,572222;4,111111;4,438889;4,625;2,825
DXB277B;0,711111;0,972222;0,383333;0,191667;0,044444;0,094444;0,138889;0,505556;1,208333;2,555556;3,605556;4,672222;3,280555;4,919445;3,291667;5,852778;4,694445;5,269444;5,419445;3,786111;3,266667;1,866667;3,877778;1,875
DXB277C;1,711111;1,605556;1,772222;1,916667;1,022222;1,097222;0,738889;0,936111;2,980556;5,022222;5,786111;5,463889;6,791667;7,786111;9,211111;9,305555;5,605556;8,652778;11,87778;11,66667;9,458334;8,752778;6,105556;3,752778
DXB277E;0;0;0;0;0;0;0;0,258333;0,55;0,708333;1,397222;1,472222;1,538889;2,144444;2,258333;1,566667;1,916667;2,325;1,733333;2,238889;1,913889;0,944444;0;0
DXB277F;0;0;0;0;0;0;0,163889;0,7;2,422222;3,930556;4,913889;4,872222;4,425;4,855556;3,747222;5,233333;4,616666;7,455555;6,352777;3,413889;3,625;3,330555;0;0
DXB277G;0;0;0;0;0;0;0,019444;0,116667;0,475;0,888889;1,238889;1,788889;1,833333;1,825;1,636111;1,733333;1,875;2,594445;1,925;2,155555;1,625;1,041667;0;0
DXB278A;2,094445;0,630556;1,319444;1,044444;1,555556;0,872222;0,361111;1,683333;4,741667;5,236111;6,222222;4,155556;4,472222;5,888889;7,291667;6,627778;6,919445;7,811111;8,722222;8,561111;8,111111;7,680555;5,908333;5,597222
DXB278B;2,666667;3,580555;3,322222;2,05;2,113889;0,25;0,305556;1,288889;1,430556;3,816667;3,380556;2,95;4,430555;3,794445;2,955555;4,1;3,608333;4,541667;4,363889;5,533333;4,883333;3,766667;4,586111;4,577778
DXB278C;1,186111;1,361111;0,455556;0,047222;0,083333;0,036111;0,536111;1,266667;2,041667;3,041667;2,211111;2,847222;3,744444;4,372222;3,955555;5,033333;5,725;3,572222;4,541667;4,325;3,619444;2,527778;2,513889;1,05
DXB279A;0,075;0,130556;0,080556;0,013889;0,05;0,05;0,177778;1,236111;1,533333;2,3;3,861111;4,108333;2,591667;2,841667;4,672222;2,4;4,002778;2,897222;1,561111;1,375;0,552778;1,763889;0,219444;0,633333
DXB279B;2,011111;1,586111;1,130556;1,061111;1,1;1,097222;1,408333;3,358333;5,761111;7,616667;7,263889;7,6;8,05;9,658334;9,680555;8,758333;10,04167;9,588889;6,716667;6,008333;5,638889;4,225;2,647222;3,066667
DXB279C;0,452778;1,1;0,95;0,969445;0,727778;0,713889;0,602778;0,658333;2,613889;3,480556;2,591667;3,225;2,916667;3,391667;3,194444;3,252778;3,430556;4,477778;4,275;2,641667;3,45;1,827778;1,45;0,594445
DXB280A;0,855556;0,275;0,377778;1,061111;1,111111;1,127778;0,213889;1,844444;2,713889;6,638889;5,438889;7,691667;9,083333;7,913889;8,244445;8,086111;8,958333;6,780556;9,363889;8,538889;7,380556;8,183333;7,041667;2,508333
DXB280B;0,566667;0,680556;0,797222;1,208333;0,947222;1,019444;1,163889;1,938889;4,247222;8,663889;7,875;9,697223;7,536111;10,61944;9,744444;9,922223;11;13,20555;11,875;10,85;10,64444;6,633333;8,35;4,411111
DXB280C;0,152778;0,141667;0,188889;0,108333;0,044444;0,125;0,525;0,841667;2,866667;4,638889;5,363889;6,488889;5,888889;6,35;6,161111;6,816667;6,575;5,475;5,377778;4,813889;3,336111;4,613889;1,975;0,975
DXB285B;0,525;0,652778;0,863889;0,611111;0,341667;0,763889;1,719444;4,072222;8,758333;15,02778;9,55;5,394444;4,680555;6,116667;6,205555;7,125;8,591666;11,14443;8,105556;5,268698;3,142061;2,219445;1,487535;0,952646
DXB287A;1,233333;0,591667;0,130556;0,525;0,397222;1,094444;2,525;5,786111;11,27778;11,56389;9,611111;8,416667;9,358333;7,777778;9,555556;10,43889;9,705556;13,725;12,51389;9,377778;6,002778;5,733333;3,572222;2,369444
DXB287B;0,941667;0,130556;0,163889;0,044444;0,102778;0,086111;0,388889;1,286111;3,519444;3,511111;3,616667;3,95;3,05;3,552778;6,105556;3,977778;4,958333;5,175;5,255556;2,472222;1,277778;0,808333;0,994444;0,447222
DXB287C;1,072222;0,288889;0,138889;0,233333;0,347222;0,888889;1,841667;5,875;10,45555;8,552778;11,66111;9,2;9,283333;10,275;9,944445;9,008333;10,65556;8,669444;7,536111;4,366667;4,363889;3,963889;2,727778;1,344444
DXB302A;0,658333;0,233333;0,105556;0;0,013889;0,041667;0,225;0,302778;0,913889;1,280556;1,269444;1,388889;2,175;1,55;1,227778;1,402778;1,325;1,363889;1,872222;1,644444;1,661111;1,447222;0,894444;0,055556
DXB302B;0,008333;0,022222;0,075;0;0,008333;0,041667;0,05;0,161111;0,413889;0,397222;0,655555;0,647222;0,277778;0,644444;0,716667;0,597222;1,2;0,636111;1,372222;1,461111;0,230555;0,155556;0,052778;0,055556
DXB302C;1,827778;1,983333;0,813889;0,030556;0,052778;0,313889;0,983333;1,766667;3,530555;4,027778;3,780555;3,788889;5,897222;4,188889;3,733333;5,616667;4,602777;4,494444;3,736111;6,536111;6,386111;3,625;2,411111;1,186111
DXB302E;0,091667;0,111111;0,047222;0,169444;0,038889;0,594445;1,244444;1,136111;1,805556;2,388889;2,102778;2,325;2,675;2,083333;1,838889;2,377778;2,019444;1,283333;0,791667;0,894444;0,844445;0,3;0,2;0,461111
DXB302F;0,005556;0,052778;0,011111;0;0;0,008333;0,133333;0,269444;0,269444;0,669444;1,405556;0,566667;0,363889;0,366667;0,527778;0,433333;0,438889;0,613889;0,216667;0,383333;0,877778;0,238889;0,022222;0,05
DXB302G;0,613889;0,033333;0,008333;0,027778;0,002778;0,211111;0,563889;0,627778;1,761111;1,958333;2,075;1,922222;1,825;1,533333;1,944444;2,55;1,761111;1,861111;1,125;1,058333;1,825;0,530555;0,925;0,744444
DXB306A;0,030556;0,505556;0,230555;0;0,066667;0,247222;0,747222;0,666667;1,158333;1,261111;0,933333;1,244444;0,691667;0,963889;0,711111;0,988889;1,108333;2,810585;1,554017;1,066852;2,085873;1,436111;0,933333;0,311978
DXB306B;0,216667;0,65;0,5;0,083333;0,080556;0,230555;0,311111;1,277778;3,597222;2,047222;2,911111;2,275;2,283333;2,044445;1,927778;2,063889;2,875;3,493036;2,764543;2,743733;2,67036;2,269444;1,494444;0,573816
DXB306C;0,202778;0,363889;0,494444;0,161111;0,144445;0,477778;0,769444;5,425;6,611111;4,766667;5,758333;4,038889;3,780555;3,794445;3,780555;4,788889;6,475;6,632312;6,379501;5,774373;4,506925;3,219445;2,330555;2,064067
DXB314A;0,625;0,147222;0,086111;0,025;0,027778;0,025;0,344444;1,894444;5,269444;7,027778;9,138889;7,838889;8,847222;8,238889;5,094444;7,661111;8,936111;6,916435;4,919668;4,997214;3,238227;2,316667;3,358333;1,498607
DXB314B;0,913889;0,091667;0,052778;0;0,019444;0,213889;0,169444;1,313889;3,094445;4,219444;4,013889;3,736111;4,519444;3,566667;3,427778;5,283333;6,075;4,370473;4,828255;5,637883;3,282548;3,7;1,525;2,866295
DXB314C;1,369444;0,486111;0,058333;0,022222;0,002778;0,038889;0,25;1,016667;2,002778;2,763889;4,041667;4,436111;3,002778;3,227778;3,808333;4,563889;4,886111;6,874652;2,257618;2,83844;2,880886;2,666667;1,786111;1,707521
DXB315A;0,027778;0,083333;0,066667;0,066667;0,033333;0,086111;0,233333;0,672222;0,966667;1,527778;2,041667;1,558333;1,188889;2,213889;2,947222;0,958333;0,666667;0,289694;0,397222;0,299169;0,233983;0,202778;0,144044;0,097493
DXB315B;0,125;0,2;0;0,358333;0,136111;0,022222;0,522222;1,633333;2,341667;3,161111;4,108333;4,944445;4,383333;4,786111;4,708333;5,05;4,166667;2,10585;3,319444;4,382271;3,649025;2,816667;2,00831;2
DXB315C;0,041667;0,002778;0,116667;0,080556;0,069444;0,722222;1,325;2,733333;3,041667;4,272222;3,675;4,913889;4,711111;4,277778;3,816667;2,983333;2,4;2,27298;0,908333;1,00554;1,387187;0,455556;0,34349;0,072423
DXB327A;1,819444;1,961111;1,038889;0,397222;1,069444;1,072222;0,4;1,333333;5,233333;7,375;7,483334;9,375;8,861111;10,80833;11,25278;8,591667;8,966667;8,584958;8,296398;10,9415;8,495845;8,508333;5,733333;2,568245
DXB327B;0,775;0,016667;0;0,022222;0,027778;0,097222;0,466667;0,941667;2,352778;3,180556;3,202778;3,641667;3,658333;5,541667;4,669445;4,644444;6,211111;4,749304;4,379501;4,988858;3,448753;2,358333;2,455555;1,545961
DXB327C;0,502778;0,263889;0,158333;0,086111;0,05;0,036111;0,719445;0,719445;3,230556;4,911111;5,286111;5,25;5,258333;6,486111;5,288889;5,275;6,483333;7,398329;5,842105;8,718663;7,551247;5,697222;4,308333;2,796657
